matchup,status,home,away,book,player,stat,line,over_price,fetched_at
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Lucas Bergvall,assists,0.5,550,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Lucas Bergvall,shots,1.0,-650,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Lucas Bergvall,shots_on_target,1.0,115,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Gabriel Gudmundsson,assists,0.5,550,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Gabriel Gudmundsson,shots,1.0,-190,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Gabriel Gudmundsson,shots_on_target,1.0,340,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Mortadha Ben Ouannes,assists,0.5,700,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Mortadha Ben Ouannes,shots,1.0,-290,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Mortadha Ben Ouannes,shots_on_target,1.0,175,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Elias Saad,assists,0.5,750,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Elias Saad,shots,1.0,-550,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Elias Saad,shots_on_target,1.0,110,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Firas Chaouat,assists,0.5,750,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Firas Chaouat,shots,1.0,-900,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Firas Chaouat,shots_on_target,3.0,1800,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Gustaf Lagerbielke,assists,0.5,900,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Gustaf Lagerbielke,shots,1.0,-135,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Gustaf Lagerbielke,shots_on_target,1.0,380,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Anis Slimane,assists,0.5,900,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Anis Slimane,shots,1.0,-330,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Anis Slimane,shots_on_target,1.0,120,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Yan Valery,assists,0.5,1000,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Yan Valery,shots,1.0,190,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Yan Valery,shots_on_target,1.0,650,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Rani Khedira,assists,0.5,1100,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Rani Khedira,shots,1.0,-130,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Rani Khedira,shots_on_target,1.0,300,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Isak Hien,assists,0.5,1100,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Isak Hien,shots,1.0,150,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Isak Hien,shots_on_target,1.0,500,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Victor Lindelof,assists,0.5,1100,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Victor Lindelof,shots,1.0,-145,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Victor Lindelof,shots_on_target,1.0,330,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Ellyes Skhiri,assists,0.5,1400,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Ellyes Skhiri,shots,1.0,125,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Ellyes Skhiri,shots_on_target,1.0,440,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Omar Rekik,assists,0.5,1800,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Omar Rekik,shots,1.0,180,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Omar Rekik,shots_on_target,1.0,800,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Montassar Talbi,assists,0.5,1800,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Montassar Talbi,shots,1.0,220,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Montassar Talbi,shots_on_target,1.0,650,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Dylan Bronn,assists,0.5,1900,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Dylan Bronn,shots,1.0,-105,2026-06-14T23:02:18.498003+00:00
TUN @ SWE,Scheduled,Tunisia,Sweden,fanduel,Dylan Bronn,shots_on_target,1.0,500,2026-06-14T23:02:18.498003+00:00
