matchup,status,home,away,book,player,stat,line,over_price,fetched_at
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Donyell Malen,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Cody Gakpo,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Cody Gakpo,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Crysencio Summerville,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Crysencio Summerville,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Crysencio Summerville,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Crysencio Summerville,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Teun Koopmeiners,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Teun Koopmeiners,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
SWE @ NED,Full Time,Sweden,Netherlands,self-edge,Memphis Depay,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Ismaël Koné,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Ismaël Koné,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nico Schlotterbeck,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nico Schlotterbeck,shots_on_target,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nico Schlotterbeck,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nico Schlotterbeck,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Jonathan Tah,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nathaniel Brown,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nathaniel Brown,assists,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nathaniel Brown,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nathaniel Brown,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nathaniel Brown,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Joshua Kimmich,assists,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Jamal Musiala,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Jamal Musiala,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Jamal Musiala,shots,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Jamal Musiala,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Aleksandar Pavlovic,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Aleksandar Pavlovic,shots,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Aleksandar Pavlovic,fouls,4.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Felix Nmecha,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Felix Nmecha,shots_on_target,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Felix Nmecha,shots,3.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Felix Nmecha,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Kai Havertz,goals,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Kai Havertz,shots_on_target,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Kai Havertz,shots,3.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Kai Havertz,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Florian Wirtz,assists,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Florian Wirtz,shots,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Leroy Sané,shots,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Leroy Sané,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,David Raum,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,David Raum,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Deniz Undav,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Deniz Undav,assists,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Deniz Undav,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Deniz Undav,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Deniz Undav,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Wilfried Singo,assists,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Wilfried Singo,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Wilfried Singo,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Ghislain Konan,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Guela Doué,fouls,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Seko Fofana,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Seko Fofana,shots,3.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Seko Fofana,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Franck Kessié,fouls,2.2,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Yan Diomande,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Elye Wahi,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Elye Wahi,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Nicolas Pépé,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Christ Inao Oulaï,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Christ Inao Oulaï,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Amad Diallo,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Amad Diallo,shots_on_target,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Amad Diallo,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Désiré Doué,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CIV @ GER,Second Half,Ivory Coast,Germany,self-edge,Désiré Doué,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Ricardo Rodríguez,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Gervane Kastaneer,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Jearl Margaritha,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Riechedly Bazoer,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Deveron Fonville,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Sherel Floranus,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Sontje Hansen,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Sontje Hansen,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Leandro Bacuna,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Leandro Bacuna,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Tahith Chong,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Tahith Chong,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Juninho Bacuna,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Juninho Bacuna,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Livano Comenencia,goals,1.0,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Livano Comenencia,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Livano Comenencia,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Livano Comenencia,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Jürgen Locadia,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Willian Pacho,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Joel Ordóñez,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Piero Hincapié,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Alan Franco,fouls,2.2,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Pedro Vite,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Moisés Caicedo,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Moisés Caicedo,fouls,2.2,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Alan Minda,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,John Yeboah,shots,2.2,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Enner Valencia,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Enner Valencia,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Gonzalo Plata,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Gonzalo Plata,shots,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Gonzalo Plata,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Nilson Angulo,fouls,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Jackson Porozo,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Ferran Torres,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Ferran Torres,shots,3.0,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Ferran Torres,fouls,1.5,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Brian Rodríguez,shots_on_target,0.7,-110,2026-06-20T21:59:36.366839+00:00
CUW @ ECU,Scheduled,Curaçao,Ecuador,self-edge,Brian Rodríguez,shots,1.5,-110,2026-06-20T21:59:36.366839+00:00
