date,league,matchup,player,team,stat,direction,tc_projection,actual,result
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,fanatics,spreads,Chicago Sky,-120,-8.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,fanatics,spreads,Portland Fire,-110,8.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,fanatics,totals,Over,-115,177.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,fanatics,totals,Under,-115,177.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,draftkings,h2h,Chicago Sky,-395,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,draftkings,h2h,Portland Fire,280,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,draftkings,spreads,Chicago Sky,-105,-8.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,draftkings,spreads,Portland Fire,-125,8.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,draftkings,totals,Over,-110,180.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,draftkings,totals,Under,-120,180.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,williamhill_us,h2h,Chicago Sky,-400,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,williamhill_us,h2h,Portland Fire,290,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,williamhill_us,spreads,Chicago Sky,-115,-9.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,williamhill_us,spreads,Portland Fire,-115,9.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,williamhill_us,totals,Over,-115,178.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,williamhill_us,totals,Under,-115,178.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betmgm,h2h,Chicago Sky,-375,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betmgm,h2h,Portland Fire,270,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betmgm,spreads,Chicago Sky,-118,-8.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betmgm,spreads,Portland Fire,-110,8.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betmgm,totals,Over,-118,180.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betmgm,totals,Under,-110,180.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betrivers,h2h,Chicago Sky,-500,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betrivers,h2h,Portland Fire,300,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betrivers,spreads,Chicago Sky,-127,-9.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betrivers,spreads,Portland Fire,-115,9.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betrivers,totals,Over,-122,177.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,betrivers,totals,Under,-118,177.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,bovada,h2h,Chicago Sky,-440,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,bovada,h2h,Portland Fire,295,,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,bovada,spreads,Chicago Sky,-120,-9.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,bovada,spreads,Portland Fire,-110,9.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,bovada,totals,Over,-115,179.5,2026-06-26T23:43:24.885023+00:00
1456eb2d3d5295f1aebe9883f2b15604,basketball_wnba,Chicago Sky,Portland Fire,2026-06-26T23:34:00+00:00,bovada,totals,Under,-115,179.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,draftkings,h2h,Connecticut Sun,195,,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,draftkings,h2h,Washington Mystics,-260,,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,draftkings,spreads,Connecticut Sun,-115,5.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,draftkings,spreads,Washington Mystics,-115,-5.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,draftkings,totals,Over,-120,162.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,draftkings,totals,Under,-110,162.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,williamhill_us,h2h,Connecticut Sun,215,,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,williamhill_us,h2h,Washington Mystics,-280,,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,williamhill_us,spreads,Connecticut Sun,-115,7.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,williamhill_us,spreads,Washington Mystics,-115,-7.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,williamhill_us,totals,Over,-115,179.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,williamhill_us,totals,Under,-115,179.5,2026-06-26T23:43:24.885023+00:00
72f392cc087c7a061b9939d13bd6ec6e,basketball_wnba,Connecticut Sun,Washington Mystics,2026-06-26T23:35:00+00:00,betmgm,h2h,Connecticut Sun,250,,2026-06-26T23:43:24.885023+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,draftkings,h2h,Spain,-145,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,draftkings,h2h,Uruguay,450,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,williamhill,h2h,Spain,-143,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,williamhill,h2h,Uruguay,380,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,williamhill,h2h,Draw,250,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,boylesports,h2h,Spain,-138,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,boylesports,h2h,Uruguay,375,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,boylesports,h2h,Draw,260,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,coral,h2h,Draw,240,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,ladbrokes_uk,h2h,Draw,240,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,bovada,h2h,Uruguay,400,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,bovada,spreads,Spain,-110,-0.75,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,bovada,spreads,Uruguay,-110,0.75,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betclic_fr,h2h,Spain,-147,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betclic_fr,h2h,Uruguay,425,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,pmu_fr,h2h,Spain,-139,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,pmu_fr,h2h,Uruguay,450,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,pmu_fr,h2h,Draw,230,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,pmu_fr,totals,Over,112,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,pmu_fr,totals,Under,-167,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betmgm,h2h,Spain,-140,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betmgm,h2h,Draw,250,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betmgm,totals,Over,105,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betmgm,totals,Under,-130,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betfair_ex_eu,h2h,Uruguay,540,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betfair_ex_eu,h2h,Draw,280,,2026-06-27T00:08:47.800277+00:00
3e3b5fa2b3c963e74cf044c60db0b573,soccer_fifa_world_cup,Egypt,Iran,2026-06-27T03:00:00+00:00,betfair_ex_eu,h2h,Egypt,180,,2026-06-27T00:08:47.800277+00:00
3e3b5fa2b3c963e74cf044c60db0b573,soccer_fifa_world_cup,Egypt,Iran,2026-06-27T03:00:00+00:00,betfair_ex_eu,h2h,Iran,260,,2026-06-27T00:08:47.800277+00:00
8756200e539155e571557c4f2e0d7f05,soccer_fifa_world_cup,Algeria,Austria,2026-06-28T02:00:00+00:00,betfair_ex_eu,h2h,Austria,200,,2026-06-27T00:08:47.800277+00:00
54697f453437ab26276d773be1d72e9b,soccer_fifa_world_cup,Jordan,Argentina,2026-06-28T02:00:00+00:00,bovada,h2h,Argentina,-600,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,nordicbet,h2h,Draw,210,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,grosvenor,h2h,Draw,215,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,grosvenor,totals,Over,117,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,grosvenor,totals,Under,-162,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,leovegas,h2h,Spain,-159,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,leovegas,h2h,Uruguay,410,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,leovegas,h2h,Draw,215,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,leovegas,totals,Over,115,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,leovegas,totals,Under,-167,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betrivers,h2h,Spain,-139,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betrivers,h2h,Uruguay,450,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betrivers,h2h,Draw,230,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betrivers,totals,Over,120,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,betrivers,totals,Under,-157,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,livescorebet,h2h,Spain,-143,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,livescorebet,h2h,Uruguay,450,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,livescorebet,h2h,Draw,235,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_se,h2h,Spain,-139,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_se,h2h,Uruguay,450,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_se,h2h,Draw,230,,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_se,totals,Over,120,2.5,2026-06-27T00:08:47.800277+00:00
dcff2e31c0bce001a4db5caaf4fa8822,soccer_fifa_world_cup,Uruguay,Spain,2026-06-27T00:00:00+00:00,unibet_se,totals,Under,-157,2.5,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,tipico_de,h2h,Cape Verde,160,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,tipico_de,h2h,Saudi Arabia,180,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,tipico_de,h2h,Draw,210,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_uk,h2h,Cape Verde,170,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_uk,h2h,Saudi Arabia,175,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,unibet_uk,h2h,Draw,210,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,winamax_fr,h2h,Cape Verde,155,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,winamax_fr,h2h,Saudi Arabia,160,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,winamax_fr,h2h,Draw,190,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,coolbet,h2h,Cape Verde,180,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,coolbet,h2h,Saudi Arabia,180,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,coolbet,h2h,Draw,215,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,coolbet,totals,Over,-111,2.0,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,coolbet,totals,Under,-111,2.0,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,winamax_de,h2h,Cape Verde,165,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,winamax_de,h2h,Saudi Arabia,165,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,winamax_de,h2h,Draw,195,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,skybet,h2h,Cape Verde,145,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,skybet,h2h,Saudi Arabia,170,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,skybet,h2h,Draw,220,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,fanduel,h2h,Saudi Arabia,175,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,fanduel,h2h,Draw,230,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,paddypower,h2h,Cape Verde,145,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,paddypower,h2h,Draw,210,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,smarkets,h2h,Cape Verde,174,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,smarkets,h2h,Saudi Arabia,184,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,smarkets,h2h,Draw,230,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,smarkets,h2h_lay,Cape Verde,184,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,smarkets,h2h_lay,Saudi Arabia,194,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,smarkets,h2h_lay,Draw,255,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,casumo,h2h,Cape Verde,170,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,casumo,h2h,Saudi Arabia,170,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,casumo,h2h,Draw,200,,2026-06-27T00:08:47.800277+00:00
e07b1926be5a4d515c7eb108dbcee9c5,soccer_fifa_world_cup,Cape Verde,Saudi Arabia,2026-06-27T00:00:00+00:00,casumo,totals,Over,143,2.5,2026-06-27T00:08:47.800277+00:00
